indic_is,unit,sizen_r2,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,EE	46 	: 	45 	: 	43 	: 	45 	: 	49 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,EL	38 	: 	54 	: 	49 	: 	44 	: 	44 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,ES	37 	: 	35 	: 	34 	: 	33 	: 	32 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,EU15	: 	: 	43 	: 	41 	: 	40 	: 	41 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,EU27	: 	: 	43 	: 	41 	: 	40 	: 	40 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,EU27_2019	45 	: 	44 	: 	41 	: 	40 	: 	40 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,EU28	43 	: 	43 	: 	41 	: 	40 	: 	40 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,FI	32 	: 	27 	: 	33 	: 	28 	: 	24 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,FR	36 	: 	38 	: 	39 	: 	41 	: 	43 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,HR	48 	: 	48 	: 	46 	: 	40 	: 	32 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,HU	38 	: 	36 	: 	36 	: 	33 	: 	29 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,IE	47 	: 	53 	: 	52 	: 	50 	: 	55 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,IS	: 	: 	: 	: 	: 	: 	42 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,IT	47 	: 	51 	: 	54 	: 	56 	: 	52 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,LT	51 	: 	55 	: 	52 	: 	51 	: 	48 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,LU	61 	: 	64 	: 	65 	: 	65 	: 	61 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,LV	49 	: 	40 	: 	42 	: 	44 	: 	48 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,ME	80 	: 	75 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,MK	: 	: 	: 	: 	28 	: 	36 	: 	36 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,MT	55 	: 	54 	: 	64 	: 	70 	: 	68 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,NL	49 	: 	45 	: 	43 	: 	40 	: 	37 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,NO	23 	: 	20 	: 	19 	: 	22 	: 	20 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,PL	37 	: 	38 	: 	36 	: 	34 	: 	32 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,PT	49 	: 	46 	: 	42 	: 	39 	: 	40 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,RO	51 	: 	23 	: 	27 	: 	37 	: 	30 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,RS	28 	: 	30 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,SE	33 	: 	33 	: 	36 	: 	32 	: 	34 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,SI	52 	: 	50 	: 	51 	: 	40 	: 	44 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,SK	48 	: 	46 	: 	45 	: 	45 	: 	40 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,TR	22 	: 	: 	: 	29 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,UK	32 	: 	41 	: 	41 	: 	40 	: 	39 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C13_15,AT	: u	: 	: u	: 	: u	: 	: u	: 	: u	: 	: u
E_AESEU,PC_ENT_AESELL,10_C13_15,BA	69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C13_15,BE	81 	: 	: u	: 	89 	: 	: u	: 	: u	: 	: 
E_AESEU,PC_ENT_AESELL,10_C13_15,BG	25 	: 	39 	: 	30 	: 	29 	: 	: u	: 	33 
E_AESEU,PC_ENT_AESELL,10_C13_15,CY	0 	: 	0 	: 	: 	: 	0 	: 	0 	: 	0 
E_AESEU,PC_ENT_AESELL,10_C13_15,CZ	70 	: 	73 	: 	65 	: 	67 	: 	53 	: 	45 
E_AESEU,PC_ENT_AESELL,10_C13_15,DE	70 	: 	67 	: 	59 	: 	: u	: 	: u	: 	47 
E_AESEU,PC_ENT_AESELL,10_C13_15,DK	78 	: 	53 	: 	41 	: 	: u	: 	: u	: 	: u
E_AESEU,PC_ENT_AESELL,10_C13_15,EA	58 	: 	60 	: 	62 	: 	52 	: 	63 	: 	42 
E_AESEU,PC_ENT_AESELL,10_C13_15,EE	29 	: 	48 	: 	64 	: 	31 	: 	46 	: 	59 
E_AESEU,PC_ENT_AESELL,10_C13_15,EL	33 	: 	41 	: 	27 	: 	: u	: 	64 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C13_15,ES	: u	: 	: u	: 	: u	: 	: u	: 	: u	: 	: u
E_AESEU,PC_ENT_AESELL,10_C13_15,EU15	: 	: 	61 	: 	62 	: 	48 	: 	63 	: 	42 
E_AESEU,PC_ENT_AESELL,10_C13_15,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	43 
E_AESEU,PC_ENT_AESELL,10_C13_15,EU27	: 	: 	59 	: 	59 	: 	49 	: 	57 	: 	42 
E_AESEU,PC_ENT_AESELL,10_C13_15,EU27_2019	57 	: 	57 	: 	59 	: 	51 	: 	57 	: 	42 
E_AESEU,PC_ENT_AESELL,10_C13_15,EU28	59 	: 	59 	: 	59 	: 	49 	: 	57 	: 	42 
E_AESEU,PC_ENT_AESELL,10_C13_15,FI	: u	: 	: u	: 	: u	: 	: u	: 	: u	: 	: u
E_AESEU,PC_ENT_AESELL,10_C13_15,FR	66 	: 	60 	: 	67 	: 	38 	: 	52 	: 	29 
E_AESEU,PC_ENT_AESELL,10_C13_15,HR	46 	: 	49 	: 	52 	: 	31 	: 	53 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C13_15,HU	72 	: 	40 	: 	65 	: 	56 	: 	34 	: 	30 
E_AESEU,PC_ENT_AESELL,10_C13_15,IE	57 	: 	15 	: 	85 	: 	0 	: 	92 	: 	100 
E_AESEU,PC_ENT_AESELL,10_C13_15,IS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C13_15,IT	66 	: 	67 	: 	77 	: 	80 	: 	87 	: 	38 
E_AESEU,PC_ENT_AESELL,10_C13_15,LT	39 	: 	56 	: 	42 	: 	34 	: 	55 	: 	69 
E_AESEU,PC_ENT_AESELL,10_C13_15,LU	: 	: 	: u	: 	: u	: 	: c	: 	: c	: 	: c
E_AESEU,PC_ENT_AESELL,10_C13_15,LV	52 	: 	49 	: 	49 	: 	19 	: 	47 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C13_15,ME	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C13_15,MK	: 	: 	: 	: 	55 	: 	54 	: 	: u	: 	: 
E_AESEU,PC_ENT_AESELL,10_C13_15,MT	: c	: 	: 	: 	0 	: 	: u	: 	: u	: 	: u
E_AESEU,PC_ENT_AESELL,10_C13_15,NL	71 	: 	65 	: 	48 	: 	71 	: 	74 	: 	69 
E_AESEU,PC_ENT_AESELL,10_C13_15,NO	43 	: 	76 	: 	15 	: 	51 	: 	22 	: 	9 
E_AESEU,PC_ENT_AESELL,10_C13_15,PL	47 	: 	45 	: 	52 	: 	: u	: 	: u	: 	31 
E_AESEU,PC_ENT_AESELL,10_C13_15,PT	80 	: 	68 	: 	70 	: 	45 	: 	: u	: 	: u
E_AESEU,PC_ENT_AESELL,10_C13_15,RO	89 	: 	33 	: 	28 	: 	44 	: 	63 	: 	10 
E_AESEU,PC_ENT_AESELL,10_C13_15,RS	12 	: 	41 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C13_15,SE	54 	: 	30 	: 	53 	: 	: u	: 	21 	: 	30 
E_AESEU,PC_ENT_AESELL,10_C13_15,SI	45 	: 	24 	: 	36 	: 	75 	: 	38 	: 	: c
E_AESEU,PC_ENT_AESELL,10_C13_15,SK	55 	: 	55 	: 	25 	: 	81 	: 	37 	: 	35 
E_AESEU,PC_ENT_AESELL,10_C13_15,TR	20 	: 	: 	: 	39 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C13_15,UK	: u	: 	: u	: 	54 	: 	26 	: 	63 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C16_18,AT	39 	: 	68 	: 	: u	: 	: u	: 	: u	: 	: u
E_AESEU,PC_ENT_AESELL,10_C16_18,BA	70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C16_18,BE	29 	: 	43 	: 	: u	: 	24 	: 	: u	: 	: 
E_AESEU,PC_ENT_AESELL,10_C16_18,BG	: u	: 	47 	: 	: u	: 	: c	: 	: c	: 	50 
E_AESEU,PC_ENT_AESELL,10_C16_18,CY	0 	: 	100 	: 	0 	: 	: 	: 	0 	: 	100 
E_AESEU,PC_ENT_AESELL,10_C16_18,CZ	42 	: 	48 	: 	38 	: 	40 	: 	39 	: 	43 
E_AESEU,PC_ENT_AESELL,10_C16_18,DE	48 	: 	52 	: 	42 	: 	: u	: 	: u	: 	61 
E_AESEU,PC_ENT_AESELL,10_C16_18,DK	32 	: 	18 	: 	47 	: 	: u	: 	: u	: 	: u
E_AESEU,PC_ENT_AESELL,10_C16_18,EA	42 	: 	41 	: 	39 	: 	31 	: 	36 	: 	46 
E_AESEU,PC_ENT_AESELL,10_C16_18,EE	47 	: 	53 	: 	47 	: 	50 	: 	95 	: 	65 
E_AESEU,PC_ENT_AESELL,10_C16_18,EL	61 	: 	27 	: 	16 	: 	6 	: 	16 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C16_18,ES	: u	: 	: u	: 	: u	: 	: u	: 	: u	: 	: u
E_AESEU,PC_ENT_AESELL,10_C16_18,EU15	: 	: 	40 	: 	36 	: 	29 	: 	31 	: 	44 
E_AESEU,PC_ENT_AESELL,10_C16_18,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45 
E_AESEU,PC_ENT_AESELL,10_C16_18,EU27	: 	: 	41 	: 	37 	: 	32 	: 	33 	: 	44 
E_AESEU,PC_ENT_AESELL,10_C16_18,EU27_2019	44 	: 	41 	: 	40 	: 	33 	: 	38 	: 	44 
E_AESEU,PC_ENT_AESELL,10_C16_18,EU28	40 	: 	41 	: 	37 	: 	32 	: 	33 	: 	44 
E_AESEU,PC_ENT_AESELL,10_C16_18,FI	: u	: 	: u	: 	: u	: 	: u	: 	: u	: 	: u
E_AESEU,PC_ENT_AESELL,10_C16_18,FR	31 	: 	45 	: 	31 	: 	23 	: 	32 	: 	30 
E_AESEU,PC_ENT_AESELL,10_C16_18,HR	55 	: 	78 	: 	66 	: 	49 	: 	35 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C16_18,HU	41 	: 	23 	: 	45 	: 	21 	: 	26 	: 	15 
E_AESEU,PC_ENT_AESELL,10_C16_18,IE	42 	: 	47 	: 	34 	: 	35 	: 	49 	: 	23 
E_AESEU,PC_ENT_AESELL,10_C16_18,IS	: 	: 	: 	: 	: 	: 	52 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C16_18,IT	44 	: 	16 	: 	46 	: 	40 	: 	14 	: 	24 
E_AESEU,PC_ENT_AESELL,10_C16_18,LT	59 	: 	66 	: 	65 	: 	55 	: 	70 	: 	53 
E_AESEU,PC_ENT_AESELL,10_C16_18,LU	: u	: 	: u	: 	: u	: 	: u	: 	: c	: 	: c
E_AESEU,PC_ENT_AESELL,10_C16_18,LV	24 	: 	0 	: 	29 	: 	39 	: 	40 	: 	87 
E_AESEU,PC_ENT_AESELL,10_C16_18,ME	100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C16_18,MK	: 	: 	: 	: 	0 	: 	44 	: 	: u	: 	: 
E_AESEU,PC_ENT_AESELL,10_C16_18,MT	: u	: 	0 	: 	50 	: 	80 	: 	50 	: 	100 
E_AESEU,PC_ENT_AESELL,10_C16_18,NL	38 	: 	33 	: 	24 	: 	35 	: 	16 	: 	51 
E_AESEU,PC_ENT_AESELL,10_C16_18,NO	23 	: 	5 	: 	3 	: 	10 	: 	20 	: 	6 
E_AESEU,PC_ENT_AESELL,10_C16_18,PL	48 	: 	46 	: 	36 	: 	: u	: 	: u	: 	46 
E_AESEU,PC_ENT_AESELL,10_C16_18,PT	60 	: 	30 	: 	50 	: 	14 	: 	: u	: 	10 
E_AESEU,PC_ENT_AESELL,10_C16_18,RO	92 	: 	32 	: 	59 	: 	39 	: 	52 	: 	37 
E_AESEU,PC_ENT_AESELL,10_C16_18,RS	66 	: 	66 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C16_18,SE	46 	: 	32 	: 	40 	: 	23 	: 	51 	: 	31 
E_AESEU,PC_ENT_AESELL,10_C16_18,SI	34 	: 	31 	: 	42 	: 	100 	: 	73 	: 	: c
E_AESEU,PC_ENT_AESELL,10_C16_18,SK	50 	: 	66 	: 	22 	: 	85 	: 	43 	: 	40 
E_AESEU,PC_ENT_AESELL,10_C16_18,TR	38 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C16_18,UK	19 	: 	41 	: 	25 	: 	25 	: 	14 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_22,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57 
E_AESEU,PC_ENT_AESELL,10_C19_22,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	56 
E_AESEU,PC_ENT_AESELL,10_C19_22,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	73 
E_AESEU,PC_ENT_AESELL,10_C19_22,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	56 
E_AESEU,PC_ENT_AESELL,10_C19_22,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	77 
E_AESEU,PC_ENT_AESELL,10_C19_22,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C19_22,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	58 
E_AESEU,PC_ENT_AESELL,10_C19_22,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	70 
E_AESEU,PC_ENT_AESELL,10_C19_22,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C19_22,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	48 
E_AESEU,PC_ENT_AESELL,10_C19_22,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57 
E_AESEU,PC_ENT_AESELL,10_C19_22,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	56 
E_AESEU,PC_ENT_AESELL,10_C19_22,EU27	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	56 
E_AESEU,PC_ENT_AESELL,10_C19_22,EU27_2019	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	56 
E_AESEU,PC_ENT_AESELL,10_C19_22,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	56 
E_AESEU,PC_ENT_AESELL,10_C19_22,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C19_22,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34 
E_AESEU,PC_ENT_AESELL,10_C19_22,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	68 
E_AESEU,PC_ENT_AESELL,10_C19_22,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	66 
E_AESEU,PC_ENT_AESELL,10_C19_22,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28 
E_AESEU,PC_ENT_AESELL,10_C19_22,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	60 
E_AESEU,PC_ENT_AESELL,10_C19_22,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c
E_AESEU,PC_ENT_AESELL,10_C19_22,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 
E_AESEU,PC_ENT_AESELL,10_C19_22,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53 
E_AESEU,PC_ENT_AESELL,10_C19_22,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	79 
E_AESEU,PC_ENT_AESELL,10_C19_22,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 
E_AESEU,PC_ENT_AESELL,10_C19_22,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36 
E_AESEU,PC_ENT_AESELL,10_C19_22,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C19_22,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 
E_AESEU,PC_ENT_AESELL,10_C19_22,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47 
E_AESEU,PC_ENT_AESELL,10_C19_22,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38 
E_AESEU,PC_ENT_AESELL,10_C19_22,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	81 
E_AESEU,PC_ENT_AESELL,10_C19_23,AT	66 	: 	70 	: 	76 	: 	53 	: 	79 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,BA	61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,BE	61 	: 	: u	: 	56 	: 	62 	: 	81 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,BG	26 	: 	24 	: 	: u	: 	57 	: 	34 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,CY	100 	: 	50 	: 	: 	: 	65 	: 	67 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,CZ	69 	: 	65 	: 	49 	: 	49 	: 	51 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,DE	58 	: 	53 	: 	48 	: 	: u	: 	: u	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,DK	43 	: 	46 	: 	39 	: 	: u	: 	: u	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,EA	52 	: 	50 	: 	50 	: 	47 	: 	43 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,EE	60 	: 	45 	: 	79 	: 	94 	: 	60 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,EL	27 	: 	12 	: 	63 	: 	: u	: 	21 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,ES	38 	: 	44 	: 	34 	: 	36 	: 	33 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,EU15	: 	: 	48 	: 	48 	: 	49 	: 	44 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,EU27	: 	: 	47 	: 	47 	: 	48 	: 	43 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,EU27_2019	51 	: 	49 	: 	49 	: 	46 	: 	42 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,EU28	47 	: 	47 	: 	47 	: 	48 	: 	44 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,FI	36 	: 	33 	: 	41 	: 	31 	: 	27 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,FR	39 	: 	41 	: 	41 	: 	38 	: 	38 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,HR	42 	: 	46 	: 	45 	: 	40 	: 	75 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,HU	42 	: 	43 	: 	48 	: 	28 	: 	37 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,IE	48 	: 	58 	: 	65 	: 	49 	: 	56 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,IS	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,IT	57 	: 	40 	: 	52 	: 	35 	: 	38 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,LT	79 	: 	60 	: 	63 	: 	49 	: 	43 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,LU	90 	: 	100 	: 	100 	: 	: c	: 	: c	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,LV	82 	: 	31 	: 	72 	: 	50 	: 	45 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,ME	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,MK	: 	: 	: 	: 	0 	: 	50 	: 	: u	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,MT	: u	: 	53 	: 	75 	: 	66 	: 	66 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,NL	57 	: 	59 	: 	58 	: 	51 	: 	43 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,NO	23 	: 	21 	: 	24 	: 	21 	: 	35 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,PL	35 	: 	47 	: 	43 	: 	: u	: 	: u	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,PT	65 	: 	56 	: 	74 	: 	66 	: 	: u	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,RO	90 	: 	7 	: 	42 	: 	35 	: 	13 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,RS	41 	: 	29 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,SE	40 	: 	47 	: 	57 	: 	48 	: 	36 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,SI	46 	: 	49 	: 	51 	: 	60 	: 	38 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,SK	53 	: 	59 	: 	71 	: 	50 	: 	56 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,TR	38 	: 	: 	: 	32 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C19_23,UK	20 	: 	35 	: 	39 	: 	66 	: 	54 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C23_25,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55 
E_AESEU,PC_ENT_AESELL,10_C23_25,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	77 
E_AESEU,PC_ENT_AESELL,10_C23_25,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 
E_AESEU,PC_ENT_AESELL,10_C23_25,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47 
E_AESEU,PC_ENT_AESELL,10_C23_25,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57 
E_AESEU,PC_ENT_AESELL,10_C23_25,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28 
E_AESEU,PC_ENT_AESELL,10_C23_25,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41 
E_AESEU,PC_ENT_AESELL,10_C23_25,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22 
E_AESEU,PC_ENT_AESELL,10_C23_25,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C23_25,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32 
E_AESEU,PC_ENT_AESELL,10_C23_25,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41 
E_AESEU,PC_ENT_AESELL,10_C23_25,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41 
E_AESEU,PC_ENT_AESELL,10_C23_25,EU27	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41 
E_AESEU,PC_ENT_AESELL,10_C23_25,EU27_2019	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41 
E_AESEU,PC_ENT_AESELL,10_C23_25,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41 
E_AESEU,PC_ENT_AESELL,10_C23_25,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28 
E_AESEU,PC_ENT_AESELL,10_C23_25,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27 
E_AESEU,PC_ENT_AESELL,10_C23_25,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53 
E_AESEU,PC_ENT_AESELL,10_C23_25,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38 
E_AESEU,PC_ENT_AESELL,10_C23_25,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34 
E_AESEU,PC_ENT_AESELL,10_C23_25,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38 
E_AESEU,PC_ENT_AESELL,10_C23_25,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c
E_AESEU,PC_ENT_AESELL,10_C23_25,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35 
E_AESEU,PC_ENT_AESELL,10_C23_25,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	60 
E_AESEU,PC_ENT_AESELL,10_C23_25,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41 
E_AESEU,PC_ENT_AESELL,10_C23_25,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 
E_AESEU,PC_ENT_AESELL,10_C23_25,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35 
E_AESEU,PC_ENT_AESELL,10_C23_25,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C23_25,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	43 
E_AESEU,PC_ENT_AESELL,10_C23_25,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40 
E_AESEU,PC_ENT_AESELL,10_C23_25,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 
E_AESEU,PC_ENT_AESELL,10_C23_25,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	80 
E_AESEU,PC_ENT_AESELL,10_C24_25,AT	79 	: 	61 	: 	70 	: 	56 	: 	62 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C24_25,BA	100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C24_25,BE	87 	: 	52 	: 	64 	: 	51 	: 	54 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C24_25,BG	0 	: 	34 	: 	47 	: 	: u	: 	: c	: 	: 
