indic_is,unit,sizen_r2,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
E_AESEU,PC_ENT,S_C10_N82_XK,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 
E_AESEU,PC_ENT,S_C10_N82_XK,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 
E_AESEU,PC_ENT,S_C10_N82_XK,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 
E_AESEU,PC_ENT,S_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 
E_AESEU,PC_ENT,S_C10_N82_XK,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 
E_AESEU,PC_ENT,S_C10_N82_XK,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 
E_AESEU,PC_ENT,S_C10_N82_XK,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 
E_AESEU,PC_ENT,S_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 
E_AESEU,PC_ENT,S_C10_S951_XK,AT	13 	: 	12 	: 	9 	: 	9 	: 	8 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,BA	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,BE	14 	: 	10 	: 	12 	: 	8 	: 	10 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,BG	3 	: 	3 	: 	3 	: 	2 	: 	2 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,CY	6 	: 	7 	: 	6 	: 	4 	: 	4 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,CZ	14 	: 	10 	: 	11 	: 	11 	: 	9 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,DE	9 	: 	10 	: 	8 	: 	: u	: 	7 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,DK	9 	: 	8 	: 	9 	: 	9 	: 	6 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,EA	8 	: 	8 	: 	7 	: 	6 	: 	5 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,EE	9 	: 	7 	: 	5 	: 	5 	: 	5 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,EL	3 	: 	6 	: 	3 	: 	4 	: 	4 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,ES	7 	: 	6 	: 	5 	: 	4 	: 	3 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,EU15	: 	: 	8 	: 	7 	: 	6 	: 	5 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,EU27	: 	: 	8 	: 	7 	: 	6 	: 	5 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,EU27_2019	8 	: 	7 	: 	6 	: 	5 	: 	5 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,EU28	7 	: 	8 	: 	7 	: 	6 	: 	5 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,FI	8 	: 	5 	: 	5 	: 	4 	: 	4 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,FR	6 	: 	7 	: 	7 	: 	5 	: 	5 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,HR	10 	: 	8 	: 	8 	: 	8 	: 	6 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,HU	5 	: 	5 	: 	4 	: 	3 	: 	3 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,IE	16 	: 	14 	: 	13 	: 	9 	: 	11 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,IS	: 	: 	: 	: 	: 	: 	13 	: 	: 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,IT	6 	: 	6 	: 	5 	: 	4 	: 	3 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,LT	12 	: 	12 	: 	9 	: 	11 	: 	11 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,LU	7 	: 	7 	: 	5 	: 	10 	: 	10 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,LV	6 	: 	4 	: 	4 	: 	3 	: 	4 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,ME	9 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,MK	: 	: 	: 	: 	1 	: 	2 	: 	: u	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,MT	: u	: 	8 	: 	9 	: 	10 	: 	11 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,NL	12 	: 	10 	: 	9 	: 	7 	: 	8 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,NO	6 	: 	5 	: 	5 	: 	5 	: 	6 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,PL	5 	: 	3 	: 	3 	: 	3 	: 	2 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,PT	6 	: 	7 	: 	7 	: 	5 	: 	6 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,RO	5 	: 	2 	: 	2 	: 	4 	: 	1 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,RS	8 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,SE	8 	: 	8 	: 	8 	: 	7 	: 	7 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,SI	11 	: 	11 	: 	9 	: 	4 	: 	5 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,SK	5 	: 	7 	: 	5 	: 	8 	: 	5 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,TR	2 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT,S_C10_S951_XK,UK	7 	: 	8 	: 	9 	: 	8 	: 	6 	: 	: 
E_AESEU,PC_ENT,VS_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 
E_AESEU,PC_ENT,VS_C10_N82_XK,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 
E_AESEU,PC_ENT,VS_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 
E_AESEU,PC_ENT,VS_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
E_AESEU,PC_ENT,VS_C10_N82_XK,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 n
E_AESEU,PC_ENT,VS_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 
E_AESEU,PC_ENT,VS_C10_S951_XK,ES	: 	: 	: 	: 	1 	: 	1 	: 	1 	: 	: 
E_AESEU,PC_ENT,VS_C10_S951_XK,PT	: 	: 	: 	: 	3 	: 	2 	: 	1 	: 	: 
E_AESEU,PC_ENT,VS_C10_S951_XK,SK	: 	: 	: 	: 	3 	: 	3 	: 	2 	: 	: 
E_AESEU,PC_ENT,VS_C10_S951_XK,UK	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_12,AT	42 	: 	52 	: 	: u	: 	: u	: 	: u	: 	: u
E_AESEU,PC_ENT_AESELL,10_C10_12,BA	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_12,BE	42 	: 	: u	: 	44 	: 	36 	: 	: u	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_12,BG	: u	: 	14 	: 	: u	: 	30 	: 	: u	: 	15 
E_AESEU,PC_ENT_AESELL,10_C10_12,CY	49 	: 	33 	: 	0 	: 	: 	: 	100 	: 	0 
E_AESEU,PC_ENT_AESELL,10_C10_12,CZ	31 	: 	48 	: 	35 	: 	31 	: 	39 	: 	30 
E_AESEU,PC_ENT_AESELL,10_C10_12,DE	26 	: 	28 	: 	19 	: 	: u	: 	: u	: 	55 
E_AESEU,PC_ENT_AESELL,10_C10_12,DK	27 	: 	23 	: 	28 	: 	24 	: 	: u	: 	: u
E_AESEU,PC_ENT_AESELL,10_C10_12,EA	28 	: 	30 	: 	26 	: 	22 	: 	25 	: 	29 
E_AESEU,PC_ENT_AESELL,10_C10_12,EE	41 	: 	36 	: 	29 	: 	25 	: 	22 	: 	22 
E_AESEU,PC_ENT_AESELL,10_C10_12,EL	22 	: 	49 	: 	35 	: 	: u	: 	60 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C10_12,ES	: u	: 	: u	: 	: u	: 	: u	: 	: u	: 	: u
E_AESEU,PC_ENT_AESELL,10_C10_12,EU15	: 	: 	29 	: 	27 	: 	24 	: 	24 	: 	29 
E_AESEU,PC_ENT_AESELL,10_C10_12,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29 
E_AESEU,PC_ENT_AESELL,10_C10_12,EU27	: 	: 	28 	: 	25 	: 	24 	: 	23 	: 	29 
E_AESEU,PC_ENT_AESELL,10_C10_12,EU27_2019	27 	: 	28 	: 	24 	: 	22 	: 	24 	: 	29 
E_AESEU,PC_ENT_AESELL,10_C10_12,EU28	27 	: 	28 	: 	25 	: 	24 	: 	23 	: 	29 
E_AESEU,PC_ENT_AESELL,10_C10_12,FI	: u	: 	: u	: 	: u	: 	: u	: 	: u	: 	: u
E_AESEU,PC_ENT_AESELL,10_C10_12,FR	27 	: 	32 	: 	29 	: 	26 	: 	31 	: 	21 
E_AESEU,PC_ENT_AESELL,10_C10_12,HR	28 	: 	23 	: 	18 	: 	7 	: 	2 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_12,HU	21 	: 	16 	: 	8 	: 	11 	: 	7 	: 	15 
E_AESEU,PC_ENT_AESELL,10_C10_12,IE	43 	: 	55 	: 	55 	: 	52 	: 	42 	: 	49 
E_AESEU,PC_ENT_AESELL,10_C10_12,IS	: 	: 	: 	: 	: 	: 	21 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_12,IT	33 	: 	29 	: 	39 	: 	40 	: 	24 	: 	21 
E_AESEU,PC_ENT_AESELL,10_C10_12,LT	52 	: 	44 	: 	26 	: 	39 	: 	31 	: 	38 
E_AESEU,PC_ENT_AESELL,10_C10_12,LU	: u	: 	: u	: 	: u	: 	: u	: 	: c	: 	: u
E_AESEU,PC_ENT_AESELL,10_C10_12,LV	20 	: 	26 	: 	10 	: 	25 	: 	25 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C10_12,ME	79 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_12,MK	: 	: 	: 	: 	0 	: 	0 	: 	0 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_12,MT	: u	: 	22 	: 	0 	: 	0 	: 	37 	: 	0 
E_AESEU,PC_ENT_AESELL,10_C10_12,NL	29 	: 	33 	: 	24 	: 	28 	: 	22 	: 	37 
E_AESEU,PC_ENT_AESELL,10_C10_12,NO	9 	: 	7 	: 	7 	: 	8 	: 	12 	: 	5 
E_AESEU,PC_ENT_AESELL,10_C10_12,PL	21 	: 	18 	: 	20 	: 	: u	: 	: u	: 	33 
E_AESEU,PC_ENT_AESELL,10_C10_12,PT	27 	: 	11 	: 	8 	: 	18 	: 	5 	: 	2 
E_AESEU,PC_ENT_AESELL,10_C10_12,RO	56 	: 	4 	: 	6 	: 	19 	: 	9 	: 	10 
E_AESEU,PC_ENT_AESELL,10_C10_12,RS	3 	: 	40 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_12,SE	19 	: 	25 	: 	9 	: 	17 	: 	11 	: 	25 
E_AESEU,PC_ENT_AESELL,10_C10_12,SI	18 	: 	20 	: 	10 	: 	0 	: 	12 	: 	20 
E_AESEU,PC_ENT_AESELL,10_C10_12,SK	35 	: 	28 	: 	32 	: 	30 	: 	11 	: 	32 
E_AESEU,PC_ENT_AESELL,10_C10_12,TR	19 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_12,UK	26 	: 	29 	: 	34 	: 	44 	: 	14 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_18,AT	48 	: 	60 	: 	52 	: 	56 	: 	53 	: 	37 
E_AESEU,PC_ENT_AESELL,10_C10_18,BA	67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_18,BE	41 	: 	61 	: 	58 	: 	41 	: 	52 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_18,BG	22 	: 	29 	: 	24 	: 	22 	: 	15 	: 	25 
E_AESEU,PC_ENT_AESELL,10_C10_18,CY	30 	: 	56 	: 	0 	: 	0 	: 	38 	: 	18 
E_AESEU,PC_ENT_AESELL,10_C10_18,CZ	43 	: 	54 	: 	43 	: 	44 	: 	42 	: 	38 
E_AESEU,PC_ENT_AESELL,10_C10_18,DE	37 	: 	40 	: 	31 	: 	: u	: 	: u	: 	56 
E_AESEU,PC_ENT_AESELL,10_C10_18,DK	34 	: 	26 	: 	36 	: 	27 	: 	26 	: 	24 
E_AESEU,PC_ENT_AESELL,10_C10_18,EA	36 	: 	38 	: 	36 	: 	29 	: 	36 	: 	37 
E_AESEU,PC_ENT_AESELL,10_C10_18,EE	41 	: 	40 	: 	39 	: 	28 	: 	41 	: 	41 
E_AESEU,PC_ENT_AESELL,10_C10_18,EL	33 	: 	43 	: 	24 	: 	: u	: 	45 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C10_18,ES	23 	: 	25 	: 	24 	: 	15 	: 	19 	: 	25 
E_AESEU,PC_ENT_AESELL,10_C10_18,EU15	: 	: 	38 	: 	36 	: 	29 	: 	34 	: 	36 
E_AESEU,PC_ENT_AESELL,10_C10_18,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37 
E_AESEU,PC_ENT_AESELL,10_C10_18,EU27	: 	: 	37 	: 	35 	: 	30 	: 	33 	: 	36 
E_AESEU,PC_ENT_AESELL,10_C10_18,EU27_2019	37 	: 	37 	: 	35 	: 	30 	: 	35 	: 	36 
E_AESEU,PC_ENT_AESELL,10_C10_18,EU28	36 	: 	37 	: 	35 	: 	30 	: 	33 	: 	36 
E_AESEU,PC_ENT_AESELL,10_C10_18,FI	27 	: 	16 	: 	23 	: 	17 	: 	9 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C10_18,FR	33 	: 	39 	: 	36 	: 	27 	: 	35 	: 	24 
E_AESEU,PC_ENT_AESELL,10_C10_18,HR	38 	: 	39 	: 	42 	: 	29 	: 	28 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_18,HU	30 	: 	20 	: 	22 	: 	22 	: 	14 	: 	18 
E_AESEU,PC_ENT_AESELL,10_C10_18,IE	44 	: 	51 	: 	50 	: 	39 	: 	51 	: 	41 
E_AESEU,PC_ENT_AESELL,10_C10_18,IS	: 	: 	: 	: 	: 	: 	25 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_18,IT	46 	: 	40 	: 	56 	: 	54 	: 	43 	: 	30 
E_AESEU,PC_ENT_AESELL,10_C10_18,LT	50 	: 	53 	: 	43 	: 	44 	: 	50 	: 	54 
E_AESEU,PC_ENT_AESELL,10_C10_18,LU	66 	: 	67 	: 	63 	: 	66 	: 	68 	: 	77 
E_AESEU,PC_ENT_AESELL,10_C10_18,LV	29 	: 	28 	: 	19 	: 	27 	: 	30 	: 	49 
E_AESEU,PC_ENT_AESELL,10_C10_18,ME	86 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_18,MK	: 	: 	: 	: 	11 	: 	46 	: 	: u	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_18,MT	: u	: 	13 	: 	18 	: 	50 	: 	49 	: 	50 
E_AESEU,PC_ENT_AESELL,10_C10_18,NL	35 	: 	35 	: 	26 	: 	33 	: 	25 	: 	47 
E_AESEU,PC_ENT_AESELL,10_C10_18,NO	15 	: 	11 	: 	6 	: 	14 	: 	15 	: 	6 
E_AESEU,PC_ENT_AESELL,10_C10_18,PL	37 	: 	31 	: 	33 	: 	: u	: 	: u	: 	36 
E_AESEU,PC_ENT_AESELL,10_C10_18,PT	51 	: 	39 	: 	37 	: 	25 	: 	: u	: 	: u
E_AESEU,PC_ENT_AESELL,10_C10_18,RO	74 	: 	16 	: 	24 	: 	30 	: 	46 	: 	21 
E_AESEU,PC_ENT_AESELL,10_C10_18,RS	16 	: 	45 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_18,SE	33 	: 	28 	: 	25 	: 	22 	: 	31 	: 	29 
E_AESEU,PC_ENT_AESELL,10_C10_18,SI	27 	: 	23 	: 	25 	: 	25 	: 	29 	: 	16 
E_AESEU,PC_ENT_AESELL,10_C10_18,SK	41 	: 	36 	: 	29 	: 	47 	: 	22 	: 	34 
E_AESEU,PC_ENT_AESELL,10_C10_18,TR	23 	: 	: 	: 	32 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_18,UK	31 	: 	41 	: 	34 	: 	34 	: 	22 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_33,AT	66 	: 	67 	: 	62 	: 	57 	: 	63 	: 	52 
E_AESEU,PC_ENT_AESELL,10_C10_33,BA	73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_33,BE	55 	: 	: u	: 	59 	: 	53 	: 	57 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_33,BG	25 	: 	33 	: 	: u	: 	: u	: 	: c	: 	35 
E_AESEU,PC_ENT_AESELL,10_C10_33,CY	41 	: 	63 	: 	50 	: 	49 	: 	53 	: 	41 
E_AESEU,PC_ENT_AESELL,10_C10_33,CZ	62 	: 	61 	: 	56 	: 	54 	: 	55 	: 	51 
E_AESEU,PC_ENT_AESELL,10_C10_33,DE	53 	: 	49 	: 	42 	: 	: u	: 	: u	: 	62 
E_AESEU,PC_ENT_AESELL,10_C10_33,DK	44 	: 	42 	: 	49 	: 	48 	: 	39 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C10_33,EA	48 	: 	46 	: 	44 	: 	39 	: 	43 	: 	46 
E_AESEU,PC_ENT_AESELL,10_C10_33,EE	50 	: 	47 	: 	48 	: 	50 	: 	51 	: 	47 
E_AESEU,PC_ENT_AESELL,10_C10_33,EL	46 	: 	41 	: 	34 	: 	: u	: 	45 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C10_33,ES	34 	: 	31 	: 	31 	: 	26 	: 	28 	: 	33 
E_AESEU,PC_ENT_AESELL,10_C10_33,EU15	: 	: 	46 	: 	43 	: 	39 	: 	42 	: 	45 
E_AESEU,PC_ENT_AESELL,10_C10_33,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45 
E_AESEU,PC_ENT_AESELL,10_C10_33,EU27	: 	: 	46 	: 	44 	: 	40 	: 	42 	: 	45 
E_AESEU,PC_ENT_AESELL,10_C10_33,EU27_2019	48 	: 	46 	: 	44 	: 	40 	: 	43 	: 	45 
E_AESEU,PC_ENT_AESELL,10_C10_33,EU28	47 	: 	46 	: 	44 	: 	40 	: 	42 	: 	45 
E_AESEU,PC_ENT_AESELL,10_C10_33,FI	33 	: 	30 	: 	33 	: 	25 	: 	20 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C10_33,FR	41 	: 	42 	: 	42 	: 	38 	: 	38 	: 	29 
E_AESEU,PC_ENT_AESELL,10_C10_33,HR	46 	: 	47 	: 	53 	: 	39 	: 	38 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_33,HU	43 	: 	37 	: 	44 	: 	34 	: 	36 	: 	39 
E_AESEU,PC_ENT_AESELL,10_C10_33,IE	46 	: 	59 	: 	57 	: 	47 	: 	56 	: 	51 
E_AESEU,PC_ENT_AESELL,10_C10_33,IS	: 	: 	: 	: 	: 	: 	21 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_33,IT	51 	: 	47 	: 	54 	: 	52 	: 	48 	: 	33 
E_AESEU,PC_ENT_AESELL,10_C10_33,LT	59 	: 	57 	: 	51 	: 	48 	: 	53 	: 	54 
E_AESEU,PC_ENT_AESELL,10_C10_33,LU	81 	: 	75 	: 	68 	: 	: c	: 	: c	: 	: c
E_AESEU,PC_ENT_AESELL,10_C10_33,LV	41 	: 	34 	: 	32 	: 	: c	: 	38 	: 	51 
E_AESEU,PC_ENT_AESELL,10_C10_33,ME	67 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_33,MK	: 	: 	: 	: 	17 	: 	56 	: 	: u	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_33,MT	: c	: 	41 	: 	58 	: 	58 	: 	62 	: 	66 
E_AESEU,PC_ENT_AESELL,10_C10_33,NL	49 	: 	50 	: 	44 	: 	40 	: 	33 	: 	55 
E_AESEU,PC_ENT_AESELL,10_C10_33,NO	21 	: 	15 	: 	14 	: 	23 	: 	17 	: 	9 
E_AESEU,PC_ENT_AESELL,10_C10_33,PL	42 	: 	43 	: 	40 	: 	: u	: 	: u	: 	40 
E_AESEU,PC_ENT_AESELL,10_C10_33,PT	57 	: 	48 	: 	53 	: 	37 	: 	44 	: 	: u
E_AESEU,PC_ENT_AESELL,10_C10_33,RO	83 	: 	19 	: 	32 	: 	48 	: 	38 	: 	40 
E_AESEU,PC_ENT_AESELL,10_C10_33,RS	26 	: 	45 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_33,SE	40 	: 	42 	: 	43 	: 	33 	: 	46 	: 	38 
E_AESEU,PC_ENT_AESELL,10_C10_33,SI	51 	: 	43 	: 	48 	: 	47 	: 	43 	: 	40 
E_AESEU,PC_ENT_AESELL,10_C10_33,SK	59 	: 	57 	: 	46 	: 	57 	: 	41 	: 	58 
E_AESEU,PC_ENT_AESELL,10_C10_33,TR	28 	: 	: 	: 	34 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_33,UK	37 	: 	47 	: 	38 	: 	41 	: 	36 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	78 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	39 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	51 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,EU27	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,EU27_2019	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	62 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	64 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34 
E_AESEU,PC_ENT_AESELL,10_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,AT	62 	: 	67 	: 	62 	: 	62 	: 	62 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,BA	48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,BE	53 	: 	49 	: 	53 	: 	45 	: 	44 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,BG	30 	: 	33 	: 	33 	: 	31 	: 	36 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,CY	63 	: 	71 	: 	78 	: 	79 	: 	73 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,CZ	54 	: 	54 	: 	50 	: 	47 	: 	43 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,DE	51 	: 	46 	: 	37 	: 	: u	: 	41 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,DK	33 	: 	32 	: 	38 	: 	35 	: 	29 	: 	: 
E_AESEU,PC_ENT_AESELL,10_C10_S951_XK,EA	46 	: 	45 	: 	42 	: 	41 	: 	42 	: 	: 
